Name,log_lambda,dlog_lambda,delta_tau,omega,D,flux
dw1409-33,-3.22824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1412+56,-3.31824276979048,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1413-34,-3.85824276979048,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1416+57,-3.1582427697904807,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1446+58,-2.9182427697904805,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
KKR25,-2.97824276979048,0.48,34896.930287370196,0.021813401920437396,1.91,0.0
And XXVIII,-4.804598574616131,0.98,6552.868020628406,0.18834904507916608,0.65,0.0
Tucana,-4.232849633210732,0.48,13127.449686768954,0.09401875182649772,0.92,0.0
NGC0855,1.0417572302095197,0.15,34896.930287370196,0.0008405517476062068,9.73,0.008738701213101932
NGC4600,0.1517572302095198,0.15,34896.930287370196,0.0009220589930947394,9.29,0.0007151328526412945
NGC5195,1.6217572302095196,0.15,34896.930287370196,0.0013562276575944288,7.66,0.05598755341990919
NGC6684,2.0017572302095195,0.34,34896.930287370196,0.0010513604379171315,8.7,0.10497655116677825
NGC1291,1.7617572302095197,0.15,34896.930287370196,0.0009652025018187292,9.08,0.05521406727308547
NGC2787,0.48175723020951966,0.15,34896.930287370196,0.0014222860166495264,7.48,0.0034194002326306647
NGC3593,1.4317572302095196,0.15,34896.930287370196,0.000682248555778015,10.8,0.01807211286193542
NGC4460,1.2617572302095197,0.15,34896.930287370196,0.0008652725406521138,9.59,0.01532250972451487
NGC4594,1.7117572302095196,0.15,34896.930287370196,0.0008725360768174958,9.55,0.044480206267073934
NGC5102,0.6817572302095196,0.19,34896.930287370196,0.005940567913788682,3.66,0.024928538597520384
NGC4736,1.8217572302095197,0.15,34896.930287370196,0.004091786423658233,4.41,0.26913586180002425
NGC4826,1.5717572302095197,0.15,34896.930287370196,0.004091786423658233,4.41,0.15030360032016565
MESSIER031,1.5025561624431214,0.15,9195.728874391907,0.1342173579793349,0.77,4.197141204381783
NGC0891,2.1017572302095195,0.15,34896.930287370196,0.0008037925461068931,9.95,0.10115570092063782
NGC2683,2.1617572302095196,0.15,34896.930287370196,0.0008252150889737026,9.82,0.11928690738658852
MESSIER081,2.2417572302095197,0.15,34896.930287370196,0.005812817497877843,3.7,1.0111360290331837
NGC3351,2.0017572302095195,0.15,34896.930287370196,0.0008037925461068931,9.95,0.08023824090389353
NGC3368,1.8917572302095196,0.15,34896.930287370196,0.0007329168359417669,10.42,0.05670257056503721
NGC2903,2.3717572302095196,0.15,34896.930287370196,0.001011446454371584,8.87,0.2374830872887439
NGC3344,2.0617572302095195,0.15,34896.930287370196,0.0008252150889737026,9.82,0.09466980126889514
NGC3521,2.48175723020952,0.15,34896.930287370196,0.0006950604554629024,10.7,0.21032743338552973
NGC3627,2.2717572302095195,0.15,34896.930287370196,0.0011495913395945195,8.32,0.21426317119101707
NGC4258,2.52175723020952,0.15,34896.930287370196,0.0013562276575944288,7.66,0.4500480384348125
NGC5055,2.3517572302095195,0.15,34896.930287370196,0.0009737630142575243,9.04,0.21831457635167217
NGC6744,2.5317572302095197,0.15,34896.930287370196,0.0008798914590535357,9.51,0.2988248954191452
NGC0024,1.4217572302095198,0.15,34896.930287370196,0.0014892080736795476,7.31,0.038439683829360104
NGC0253,2.44175723020952,0.15,34896.930287370196,0.005812817497877843,3.7,1.6038662932922139
NGC0628,2.3117572302095195,0.15,34896.930287370196,0.0007663757743785415,10.19,0.15664920868177143
NGC2835,2.21175723020952,0.15,34896.930287370196,0.00075009399138418,10.3,0.12170386594351106
NGC4136,1.3417572302095198,0.15,34896.930287370196,0.0012750756536764568,7.9,0.02726211065800307
NGC5194,2.5017572302095195,0.15,34896.930287370196,0.0011277986330208004,8.4,0.3574397288959121
NGC5236,2.4517572302095196,0.15,34896.930287370196,0.0033143470031631677,4.9,0.9358435835081594
NGC7640,1.7217572302095197,0.19,34896.930287370196,0.001119785879470001,8.43,0.05842266434773474
MESSIER033,1.406540609206028,0.15,13414.38000246511,0.09200771366163447,0.93,2.293425902464179
NGC0672,1.6217572302095196,0.15,34896.930287370196,0.00154362302329179,7.18,0.06372357619519604
IC0342,2.2617572302095197,0.15,34896.930287370196,0.007396775686528451,3.28,1.3471656081675711
NGC1637,1.7717572302095197,0.19,34896.930287370196,0.0009220589930947394,9.29,0.05401101363404812
NGC2283,1.9517572302095196,0.19,34896.930287370196,0.0007957747154594767,10.0,0.07077720060873974
NGC2403,1.9917572302095197,0.15,34896.930287370196,0.0078200363150861,3.19,0.7627875588774018
NGC3556,2.1817572302095196,0.15,34896.930287370196,0.0008119321655540013,9.9,0.12297197924006596
NGC4244,1.5017572302095197,0.15,34896.930287370196,0.0042838632191874336,4.31,0.1336581853823616
NGC4559,2.2417572302095197,0.15,34896.930287370196,0.0010023853895728412,8.91,0.17436432207678842
NGC4618,1.6617572302095196,0.15,34896.930287370196,0.0012750756536764568,7.9,0.05780437097255424
NGC4688,0.8817572302095196,0.19,34896.930287370196,0.0017727215759845768,6.7,0.012425888169191945
NGC4945,2.2017572302095196,0.19,34896.930287370196,0.006608930523959809,3.47,1.0480115574773112
NGC5068,1.7917572302095197,0.15,34896.930287370196,0.002679150628598524,5.45,0.16435016149245846
MESSIER101,2.5517572302095197,0.15,34896.930287370196,0.0016474814253081655,6.95,0.5859038297768715
ESO137-018,1.0917572302095198,0.19,34896.930287370196,0.002317367457569327,5.86,0.027287687651369373
NGC6503,1.7617572302095197,0.15,34896.930287370196,0.0020371832715762603,6.25,0.11653634754620706
NGC6946,2.44175723020952,0.15,34896.930287370196,0.0022938211162180345,5.89,0.6329086320854145
NGC7090,1.8517572302095195,0.15,34896.930287370196,0.0008798914590535357,9.51,0.0620340619140004
IC5201,1.7117572302095196,0.15,34896.930287370196,0.0010276016470292827,8.8,0.05238514994928732
NGC7462,1.6517572302095198,0.19,34896.930287370196,0.0007800948097828416,10.1,0.03457532823716383
NGC7713,1.5117572302095197,0.19,34896.930287370196,0.0013079794797164312,7.8,0.04172868020803822
NGC7793,1.7317572302095197,0.15,34896.930287370196,0.006039164867757036,3.63,0.32245498253280963
NGC0247,1.7217572302095197,0.15,34896.930287370196,0.005750482103852155,3.72,0.29976227342912876
NGC0300,1.5217572302095197,0.15,34896.930287370196,0.018217868534591168,2.09,0.5950725741494819
UGC01281,0.6017572302095198,0.15,34896.930287370196,0.0028652921209505557,5.27,0.009643607428538606
NGC0925,2.1417572302095196,0.15,34896.930287370196,0.0008725360768174958,9.55,0.12048036509655496
ESO115-021,0.8017572302095197,0.15,34896.930287370196,0.0030836331896718513,5.08,0.017634840497670574
NGC1313,1.8917572302095196,0.15,34896.930287370196,0.0042838632191874336,4.31,0.3314237640138516
NGC1560,0.8917572302095196,0.15,34896.930287370196,0.008901183604875523,2.99,0.0639696637923806
NGC1744,1.7117572302095196,0.15,34896.930287370196,0.0007957747154594767,10.0,0.04056706012072811
NGC2976,1.1617572302095196,0.15,34896.930287370196,0.005940567913788682,3.66,0.08271648653464388
UGCA193,0.6717572302095196,0.15,34896.930287370196,0.0008457590769045348,9.7,0.003457328664149165
NGC3274,1.2017572302095196,0.15,34896.930287370196,0.001249638374538283,7.98,0.01918907037179941
NGC3621,2.2717572302095195,0.15,34896.930287370196,0.0018049034590004827,6.64,0.33640157636841933
PGC4310323,-0.6182427697904802,0.19,34896.930287370196,0.0014492847420680675,7.41,0.0
NGC4144,1.3617572302095198,0.15,34896.930287370196,0.0016762997960053942,6.89,0.037625922381578254
NGC4204,1.1917572302095196,0.15,34896.930287370196,0.0012433979929054324,8.0,0.01857281502429757
NGC4242,1.3017572302095197,0.15,34896.930287370196,0.0012750756536764568,7.9,0.024773109596012453
NGC4288,1.0317572302095197,0.15,34896.930287370196,0.0012280000238562966,8.05,0.012469665292626993
NGC4455,1.1217572302095196,0.15,34896.930287370196,0.0011277986330208004,8.4,0.01424039802557359
NGC4490,2.2717572302095195,0.15,34896.930287370196,0.0010023853895728412,8.91,0.18682662693090096
NGC4517,1.6917572302095196,0.19,34896.930287370196,0.001138616783411948,8.36,0.0553385735244445
NGC4631,2.3717572302095196,0.15,34896.930287370196,0.001473043112516964,7.35,0.3458639105985057
NGC4700,0.9617572302095196,0.15,34896.930287370196,0.0014932908903349162,7.3,0.012815213154767418
NGC5023,1.1217572302095196,0.15,34896.930287370196,0.0021740993523925323,6.05,0.027451744680949998
PGC725719,-0.4882427697904803,0.19,34896.930287370196,0.0023252968528292115,5.85,0.0
NGC5229,0.8117572302095197,0.15,34896.930287370196,0.0011277986330208004,8.4,0.006606434661981289
NGC5585,1.2717572302095197,0.15,34896.930287370196,0.0024492912140950344,5.7,0.044381016926019284
ESO273-014,1.3417572302095198,0.34,34896.930287370196,0.0008119321655540013,9.9,0.017340642223837927
ESO274-001,0.9217572302095196,0.19,34896.930287370196,0.010223079295737165,2.79,0.07972957693156249
IC5052,1.2717572302095197,0.15,34896.930287370196,0.0026306602163949644,5.5,0.047667412890127825
ESO347-017,0.6117572302095198,0.15,34896.930287370196,0.001377726307928457,7.6,0.0047842245512955605
IC5332,1.7017572302095196,0.15,34896.930287370196,0.0013079794797164312,7.8,0.06509233185913044
NGC0045,1.6817572302095196,0.22,34896.930287370196,0.0018049034590004827,6.64,0.08567931485594413
NGC0055,1.9017572302095196,0.22,34896.930287370196,0.01787414288671586,2.11,1.415456130506907
NGC0625,0.8117572302095197,0.22,34896.930287370196,0.004924226599957161,4.02,0.028950285450377054
IC1727,1.3617572302095198,0.22,34896.930287370196,0.0014337637321913007,7.45,0.032221800219338854
NGC0784,0.7417572302095197,0.22,34896.930287370196,0.002759570950620479,5.37,0.013533287016681623
UGC01807,0.3017572302095197,0.22,34896.930287370196,0.0008037925461068931,9.95,0.00112253307261703
DDO025,0.8117572302095197,0.29,34896.930287370196,0.0008725360768174958,9.55,0.005143968130791782
DDO024,0.9517572302095196,0.55,34896.930287370196,0.0008037925461068931,9.95,0.006670224989448946
ESO154-023,1.0117572302095197,0.22,34896.930287370196,0.002317367457569327,5.86,0.022525554952105318
NGC1156,1.6917572302095196,0.22,34896.930287370196,0.0013079794797164312,7.8,0.06363148055799055
ESO300-014,1.0017572302095197,0.22,34896.930287370196,0.0008285867507907919,9.8,0.007865802381205426
NGC1311,0.49175723020951967,0.22,34896.930287370196,0.002583474443501264,5.55,0.006470260240330311
UGC02716,0.04175723020951949,0.22,34896.930287370196,0.0018834904507916608,6.5,0.0009252371832259073
IC1959,0.8217572302095197,0.22,34896.930287370196,0.0020768677278206198,6.19,0.012607610623646008
NGC1569,1.8417572302095198,0.22,34896.930287370196,0.0078200363150861,3.19,0.5388777041882112
UGCA105,1.0517572302095197,0.22,34896.930287370196,0.006924536990275726,3.39,0.0739919583749992
UGC03303,1.0117572302095197,0.29,34896.930287370196,0.001560966966118755,7.14,0.015179789937223508
NGC2188,1.4117572302095196,0.29,34896.930287370196,0.0011304886705460935,8.39,0.02852713441051371
WHI B0619-07,0.9817572302095197,0.29,34896.930287370196,0.0011277986330208004,8.4,0.010212754597356983
CGMW1-260,1.1317572302095196,0.29,34896.930287370196,0.000682248555778015,10.8,0.008821445072980919
IC2171,1.0817572302095197,0.29,34896.930287370196,0.0008119321655540013,9.9,0.00932631415877409
UGC03600,-0.0882427697904804,0.22,34896.930287370196,0.0007663757743785415,10.19,0.00014320615033908552
ESO558-011,0.7717572302095197,0.29,34896.930287370196,0.0011277986330208004,8.4,0.00602176271396044
DDO047,0.6517572302095196,0.22,34896.930287370196,0.0011921915049678373,8.17,0.004624867152419943
DDO062,0.6417572302095196,0.22,34896.930287370196,0.0006747307227254263,10.86,0.00255419897427949
MCG +09-16-010,-0.49824276979048054,0.22,34896.930287370196,0.001473043112516964,7.35,0.0
LV J0926+3343,-0.5582427697904802,0.22,34896.930287370196,0.00075009399138418,10.3,0.0
NGC3037,0.7817572302095197,0.22,34896.930287370196,0.0012128863213831378,8.1,0.006608577018641917
MESSIER082,1.9817572302095197,0.22,34896.930287370196,0.006106266184724463,3.61,0.5820577985252896
PGC28789,-0.5382427697904801,0.29,34896.930287370196,0.0015875361395581505,7.08,0.0
NGC3109,0.48378430882777335,0.22,27849.30134400088,0.04431803939961443,1.34,0.10806576437590751
UGC05427,0.031757230209519705,0.22,34896.930287370196,0.0013456665479452934,7.69,0.0006290434525946537
PGC30114,0.011757230209519687,0.29,34896.930287370196,0.0012280000238562966,8.05,0.0005306548260409025
NGC3239,1.7817572302095197,0.22,34896.930287370196,0.0012750756536764568,7.9,0.07640672766446516
IC2574,1.3217572302095197,0.22,34896.930287370196,0.005152346181972539,3.93,0.10518992145679641
ESO501-023,0.8917572302095196,0.29,34896.930287370196,0.0016240300315499526,7.0,0.011684616148801438
LeG03,-0.6982427697904803,0.55,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3299,0.6617572302095196,0.22,34896.930287370196,0.0007357384573404925,10.4,0.0029241491801960838
UGC05812,-0.2082427697904805,0.29,34896.930287370196,0.0007357384573404925,10.4,0.0
FS04,-0.4882427697904803,0.29,34896.930287370196,0.0007357384573404925,10.4,0.0
DDO084,1.0117572302095197,0.22,34896.930287370196,0.0012098970771185302,8.11,0.011760587647852448
ESO318-013,-0.048242769790480367,0.29,34896.930287370196,0.001661796909893992,6.92,0.0004923419894236751
NGC3432,2.0817572302095195,0.22,34896.930287370196,0.0009401875182649774,9.2,0.11300253137215807
LV J1203+3257,-1.7482427697904805,0.29,34896.930287370196,0.0013960347624393259,7.55,0.0
KUG 1202+286,-0.4182427697904805,0.29,34896.930287370196,0.00154362302329179,7.18,0.0
MAPS1206+31,-0.9482427697904803,0.29,34896.930287370196,0.001441492902730513,7.43,0.0
LV J1207+3133,-1.6182427697904802,0.29,34896.930287370196,0.0014892080736795476,7.31,0.0
UGC7257,0.7517572302095197,0.22,34896.930287370196,0.0010276016470292827,8.8,0.005176614256407074
NGC4214,1.2717572302095197,0.22,34896.930287370196,0.009594120315628335,2.88,0.17365184489384605
NGC4236,1.7317572302095197,0.22,34896.930287370196,0.004091786423658233,4.41,0.21830420370076442
NGC4248,0.14175723020951958,0.22,34896.930287370196,0.0014532043744694607,7.4,0.0011054206979957887
LV J1218+4655,-1.1882427697904805,0.22,34896.930287370196,0.0013562276575944288,7.66,0.0
NGC4395,1.6117572302095198,0.22,34896.930287370196,0.003512175673767199,4.76,0.14163554353219424
DDO123,0.5517572302095197,0.55,34896.930287370196,0.0007217911251333121,10.5,0.0021434416452683087
NGC4449,1.9917572302095197,0.22,34896.930287370196,0.004364498875436584,4.27,0.42591163587973374
DDO129,0.8217572302095197,0.22,34896.930287370196,0.001004639206488419,8.9,0.006098655086689596
NGC4485,1.4717572302095197,0.22,34896.930287370196,0.0010023853895728412,8.91,0.02917488761880032
UGC07690,0.8517572302095198,0.22,34896.930287370196,0.0010023853895728412,8.91,0.006560482516953313
UGC7719,0.35175723020951977,0.22,34896.930287370196,0.0009401875182649774,9.2,0.0015418974054432714
NGC4534,1.2817572302095197,0.22,34896.930287370196,0.0008285867507907919,9.8,0.015358939976124636
NGC4605,1.5417572302095197,0.22,34896.930287370196,0.002583474443501264,5.55,0.08844218591606245
NGC4597,1.5017572302095197,0.22,34896.930287370196,0.0007800948097828416,10.1,0.02431101869095892
NGC4656,1.9517572302095196,0.22,34896.930287370196,0.00272899422311206,5.4,0.24264918633558744
IC3718,-0.6882427697904805,0.29,34896.930287370196,0.0017209660801459272,6.8,0.0
KK164,-0.4682427697904803,0.29,34896.930287370196,0.0017674416933586162,6.71,0.0
DDO148,0.06175723020951951,0.29,34896.930287370196,0.0009824379203203417,9.0,0.0005504560788048585
MCG-02-33-075,0.4017572302095196,0.55,34896.930287370196,0.0010513604379171315,8.7,0.002040624284574424
DDO161,1.1517572302095196,0.22,34896.930287370196,0.0014932908903349162,7.3,0.02034189274647675
IC4182,0.7117572302095196,0.22,34896.930287370196,0.004205441751668526,4.35,0.019130208009152758
UGC08313,0.5217572302095197,0.22,34896.930287370196,0.0009737630142575243,9.04,0.00266712078527147
ESO324-024,0.3017572302095197,0.22,34896.930287370196,0.005569375965534817,3.78,0.007777888393505746
NGC5204,1.0917572302095198,0.22,34896.930287370196,0.003777154634065135,4.59,0.0444120910623363
ESO270-017,1.5417572302095197,0.29,34896.930287370196,0.0016474814253081655,6.95,0.05642612460784747
UGC08647,-0.5082427697904803,0.29,34896.930287370196,0.0010759528332334731,8.6,0.0
NGC5253,1.2817572302095197,0.22,34896.930287370196,0.0067247052077092076,3.44,0.1246512130971987
NGC5264,0.34175723020951976,0.22,34896.930287370196,0.003468319591788201,4.79,0.005521604702778022
ESO383-087,0.7417572302095197,0.22,34896.930287370196,0.0078200363150861,3.19,0.03835045296050021
HolmIV,0.5617572302095197,0.29,34896.930287370196,0.001518144126132209,7.24,0.004622094042440942
NGC5474,1.3917572302095196,0.22,34896.930287370196,0.0016333501273788323,6.98,0.03932015322436171
DDO194,-0.6682427697904805,0.22,34896.930287370196,0.002357424926041447,5.81,0.0
IC4710,1.3217572302095197,0.22,34896.930287370196,0.0014610914936352493,7.38,0.02982953668649751
IC4951,0.9117572302095196,0.22,34896.930287370196,0.0008285867507907919,9.8,0.006275290483885424
UGC12588,0.9117572302095196,0.29,34896.930287370196,0.001119785879470001,8.43,0.008471216425971043
DDO217,1.1017572302095198,0.22,34896.930287370196,0.0010885738729311263,8.55,0.01310470510527921
UGCA442,0.07175723020951974,0.22,34896.930287370196,0.00416703609203314,4.37,0.0023494974504917844
WLM,-0.7579731365168525,0.22,14895.560821329043,0.08285867507907922,0.98,0.0
ESO409-015,0.45175723020951963,0.22,34896.930287370196,0.0010489476780973829,8.71,0.002333026637602354
SMC,-1.9141227871345554,0.29,55.8350884597923,22.104853207207686,0.06,0.0
UGC00685,-0.16824276979048047,0.22,34896.930287370196,0.0034395369809928074,4.81,3.273887120322855e-05
UGC01056,0.37175723020951956,0.22,34896.930287370196,0.0007648738133981901,10.2,0.0013291157052591556
UGC01104,0.2717572302095197,0.22,34896.930287370196,0.0013960347624393259,7.55,0.0017613001161622078
AGC112454,-0.8782427697904804,0.55,34896.930287370196,0.0007648738133981901,10.2,0.0
AGC112503,-1.0982427697904802,0.55,34896.930287370196,0.0007648738133981901,10.2,0.0
ESO245-005,0.6617572302095196,0.22,34896.930287370196,0.00381028741080626,4.57,0.01514376297372783
UGC01561,0.2617572302095197,0.22,34896.930287370196,0.0009401875182649774,9.2,0.0011328684262886593
AGC122226,-0.16824276979048047,0.29,34896.930287370196,0.0010860319616607845,8.56,2.533436881442107e-05
[KK2000] 08,-1.0482427697904804,0.29,34896.930287370196,0.0008285867507907919,9.8,0.0
UGC02773,1.2617572302095197,0.29,34896.930287370196,0.00272899422311206,5.4,0.0481754961981895
ESO483-013,0.37175723020951956,0.22,34896.930287370196,0.0014532043744694607,7.4,0.002525222753381346
NGC1705,1.1117572302095198,0.22,34896.930287370196,0.002423711324493044,5.73,0.029897272400023194
ESO486-021,0.7517572302095197,0.22,34896.930287370196,0.0007957747154594767,10.0,0.004008770080161639
NGC1800,0.9317572302095196,0.22,34896.930287370196,0.0012433979929054324,8.0,0.009875704316871112
HIPASS J0517-32,-0.3482427697904802,0.29,34896.930287370196,0.0012433979929054324,8.0,0.0
LMC,-1.302485279229805,0.29,38.774366985966886,31.830988618379067,0.05,0.0
ESO553-046,0.6017572302095198,0.22,34896.930287370196,0.0017727215759845768,6.7,0.006029096399311374
KK49,0.9317572302095196,0.29,34896.930287370196,0.00300037596553672,5.15,0.023819702177026097
ESO364-029,0.9417572302095196,0.29,34896.930287370196,0.0009737630142575243,9.04,0.007926345953755562
HIPASS J0607-34,0.5917572302095198,0.29,34896.930287370196,0.000856319962056736,9.64,0.0028422761455849785
KKSG9,0.45175723020951963,0.29,34896.930287370196,0.0007957747154594767,10.0,0.0017818983699010487
ESO059-001,0.08175723020951953,0.29,34896.930287370196,0.003712172541083257,4.63,0.002264926798657329
CGCG 262-028,0.6417572302095196,0.22,34896.930287370196,0.0008285867507907919,9.8,0.003136622296407052
HolmII,1.1117572302095198,0.22,34896.930287370196,0.006608930523959809,3.47,0.08152332092972467
ESO006-001,-0.3582427697904804,0.55,34896.930287370196,0.0017727215759845768,6.7,0.0
KUG 0821+321,-0.8082427697904802,0.55,34896.930287370196,0.0011635341028958808,8.27,0.0
CGMW2-3473,0.20175723020951963,0.55,34896.930287370196,0.0014532043744694607,7.4,0.0014468905839222232
LV J0831+4104,-1.4382427697904805,0.29,34896.930287370196,0.0012750756536764568,7.9,0.0
ESO495-021,1.9217572302095196,0.29,34896.930287370196,0.0011720218615377815,8.24,0.09716204482374635
LV J0843+4025,-1.2382427697904803,0.29,34896.930287370196,0.0013079794797164312,7.8,0.0
ESO496-010,-0.02824276979048035,0.29,34896.930287370196,0.0010784594202310086,8.59,0.0003680011176875758
AGC182595,-0.8982427697904805,0.22,34896.930287370196,0.0011092343634655777,8.47,0.0
LV J0859+3923,-1.0082427697904803,0.29,34896.930287370196,0.0009006051555675381,9.4,0.0
KSP-DW11,-1.0882427697904804,0.55,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW16,-1.6482427697904805,0.55,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW18,-1.9582427697904805,0.29,34896.930287370196,0.0008252150889737026,9.82,0.0
AGC198507,-1.4582427697904805,0.29,34896.930287370196,0.001004639206488419,8.9,0.0
UGC04879,-1.806984153589029,0.22,29110.243758384513,0.04239835449195357,1.37,0.0
UGC04998,-0.3882427697904802,0.22,34896.930287370196,0.0011720218615377815,8.24,0.0
NGC2915,0.9017572302095196,0.22,34896.930287370196,0.004323899106500599,4.29,0.03193525199094286
LV J0935-1348,-0.6782427697904803,0.29,34896.930287370196,0.0009694685850273094,9.06,0.0
KUG 0937+480,-0.8482427697904802,0.22,34896.930287370196,0.0012815563327119302,7.88,0.0
LV J0944-2254,-1.0182427697904801,0.55,34896.930287370196,0.0021740993523925323,6.05,0.0
IC0559,0.1317572302095198,0.22,34896.930287370196,0.0009006051555675381,9.4,0.0006595968070737587
LV J0956-0929,-0.6282427697904804,0.22,34896.930287370196,0.0009044497836656004,9.38,0.0
PGC154449,-0.42824276979048026,0.29,34896.930287370196,0.0008457590769045348,9.7,0.0
[CKT2009]d0958+66,-1.7282427697904805,0.22,34896.930287370196,0.005453350480109349,3.82,0.0
LV J1000+5022,-0.7482427697904805,0.29,34896.930287370196,0.0012527761972193038,7.97,0.0
NGC3077,1.0017572302095197,0.22,34896.930287370196,0.005368694319173395,3.85,0.05096519889971119
UGC05456,0.9217572302095196,0.22,34896.930287370196,0.0007190492809816146,10.52,0.00558149690615726
AGC208477,-1.5882427697904804,0.29,34896.930287370196,0.001661796909893992,6.92,0.0
UGC05497,-1.3482427697904802,0.29,34896.930287370196,0.005719689751665553,3.73,0.0
LV J1017+2922,-1.1582427697904802,0.55,34896.930287370196,0.0029316673437670675,5.21,0.0
UGC05571,-0.4182427697904805,0.29,34896.930287370196,0.0011720218615377815,8.24,0.0
AGC749315,-1.4782427697904805,0.22,34896.930287370196,0.0006576650540987411,11.0,0.0
DDO082,-0.39824276979048046,0.22,34896.930287370196,0.005152346181972539,3.93,0.0
AGC205156,-1.4882427697904803,0.29,34896.930287370196,0.0007315121082608677,10.43,0.0
PGC2277751,-1.3282427697904802,0.29,34896.930287370196,0.0015139590306006692,7.25,0.0
KUG 1033+366B,-0.7482427697904805,0.22,34896.930287370196,0.0012128863213831378,8.1,0.0
AGC205165,-0.6482427697904805,0.29,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC200499,0.37175723020951956,0.29,34896.930287370196,0.0007357384573404925,10.4,0.0012953330823377324
UGC05797,0.1617572302095196,0.22,34896.930287370196,0.0007329168359417669,10.42,0.0006001185293642258
DDO088,0.05175723020951972,0.22,34896.930287370196,0.0013317758894705975,7.73,0.0006861491507428839
MRK1265,-0.6682427697904805,0.29,34896.930287370196,0.0014851419784471704,7.32,0.0
UGC06014,0.08175723020951953,0.29,34896.930287370196,0.0007357384573404925,10.4,0.0004488998639990505
MRK0036,0.4117572302095196,0.22,34896.930287370196,0.0012372042391830223,8.02,0.0024199216307952427
DDO092,0.3617572302095198,0.22,34896.930287370196,0.0008119321655540013,9.9,0.0013709724573981372
AGC740666,-0.9782427697904805,0.55,34896.930287370196,0.001314712953686991,7.78,0.0
AGC215354,-1.4882427697904803,0.29,34896.930287370196,0.0007329168359417669,10.42,0.0
PGC034671,-0.8482427697904802,0.29,34896.930287370196,0.0008119321655540013,9.9,0.0
IC2787,-0.0882427697904804,0.55,34896.930287370196,0.00075009399138418,10.3,0.0001887693776957918
IC2791,-1.1482427697904805,0.29,34896.930287370196,0.00075009399138418,10.3,0.0
NGC3738,0.8617572302095198,0.22,34896.930287370196,0.0028329466552491165,5.3,0.0189763714094552
NGC3741,-0.32824276979048017,0.22,34896.930287370196,0.007675000149101853,3.22,0.0
LV J1149+1715,-2.3382427697904804,0.29,34896.930287370196,0.001574167473674638,7.11,0.0
PGC3401153,-1.2582427697904803,0.29,34896.930287370196,0.0013113397338997805,7.79,0.0
ESO572-034,0.7117572302095196,0.55,34896.930287370196,0.0007190492809816146,10.52,0.003279144908795948
NGC4068,0.37175723020951956,0.22,34896.930287370196,0.004129154142306634,4.39,0.007175201351962813
MCG +06-27-017,-1.0182427697904801,0.22,34896.930287370196,0.003383036307618139,4.85,0.0
NGC4163,-0.5482427697904804,0.22,34896.930287370196,0.008901183604875523,2.99,0.0
NGC4190,-0.2382427697904803,0.22,34896.930287370196,0.009936129998619996,2.83,0.0
IC3077,-0.9182427697904805,0.22,34896.930287370196,0.0009609645157100311,9.1,0.0
LV J1217+3231,-1.9582427697904805,0.29,34896.930287370196,0.00226298017471819,5.93,0.0
IC3104,0.011757230209519687,0.29,34896.930287370196,0.014287825256023354,2.36,0.006174188337495618
PGC039646,-1.0782427697904802,0.22,34896.930287370196,0.00300037596553672,5.15,0.0
VCC0429,-1.2882427697904801,0.29,34896.930287370196,0.0015786048709769429,7.1,0.0
KUG 1218+387,-0.29824276979048037,0.22,34896.930287370196,0.0012341247027561292,8.03,0.0
DDO120,-0.6782427697904803,0.22,34896.930287370196,0.0015015070557969233,7.28,0.0
KKSG27,-1.0482427697904804,0.29,34896.930287370196,0.0018049034590004827,6.64,0.0
UGC07485,-0.4582427697904805,0.29,34896.930287370196,0.0012622609042939753,7.94,0.0
VCC0841,-0.8682427697904802,0.29,34896.930287370196,0.0012750756536764568,7.9,0.0
SBS 1224+533,-0.8282427697904802,0.29,34896.930287370196,0.0027802418218516095,5.35,0.0
DDO125,-0.4382427697904805,0.22,34896.930287370196,0.011681782643523682,2.61,0.0
UGC07584,-0.2182427697904803,0.22,34896.930287370196,0.0009401875182649774,9.2,0.0
UGC07639,-0.25824276979048033,0.22,34896.930287370196,0.001560966966118755,7.14,0.0
UGC07642,0.04175723020951949,0.22,34896.930287370196,0.0007957747154594767,10.0,0.00039091270991294585
KK151,-0.6382427697904802,0.22,34896.930287370196,0.0018491939216321127,6.56,0.0
CGCG 014-054,-0.32824276979048017,0.29,34896.930287370196,0.0008634708284065503,9.6,0.0
UGC07678,0.49175723020951967,0.22,34896.930287370196,0.0009652025018187292,9.08,0.0024173304237998794
AGC229089,-0.8482427697904802,0.29,34896.930287370196,0.0017569524483075194,6.73,0.0
NGC4509,0.8917572302095196,0.22,34896.930287370196,0.0007800948097828416,10.1,0.005625262310375638
PGC041749,-0.29824276979048037,0.29,34896.930287370196,0.0011720218615377815,8.24,0.0
UGC7751,-0.5782427697904802,0.29,34896.930287370196,0.0012750756536764568,7.9,0.0
VCC1675,-0.42824276979048026,0.29,34896.930287370196,0.001414710605261292,7.5,0.0
